site,bias_meV,didv_A
1,0.0,0.37652
1,0.5025125628140703,0.3756923366834171
1,1.0050251256281406,0.37713630653266333
1,1.507537688442211,0.3762911557788945
1,2.0100502512562812,0.3770693467336683
1,2.5125628140703515,0.3795636934673367
1,3.015075376884422,0.3829890201005025
1,3.517587939698492,0.38254851758793973
1,4.0201005025125625,0.38467937185929646
1,4.522613065326633,0.38747648241206034
1,5.025125628140703,0.38899155778894473
1,5.527638190954773,0.39123349246231154
1,6.030150753768844,0.39361811557788945
1,6.532663316582914,0.3952325125628141
1,7.035175879396984,0.39539065326633166
1,7.537688442211055,0.39630195979899496
1,8.040201005025125,0.3992088944723618
1,8.542713567839195,0.3985164070351759
1,9.045226130653266,0.3987817336683417
1,9.547738693467336,0.4009986934673367
1,10.050251256281406,0.40343738693467335
1,10.552763819095476,0.40532469849246233
1,11.055276381909547,0.4078091708542714
1,11.557788944723617,0.4072652261306533
1,12.060301507537687,0.40709417085427135
1,12.562814070351758,0.4113636432160804
1,13.065326633165828,0.4129850502512563
1,13.567839195979898,0.41368293969849246
1,14.070351758793969,0.417065351758794
1,14.572864321608039,0.4185452763819095
1,15.07537688442211,0.4199621105527638
1,15.57788944723618,0.4214911055276382
1,16.08040201005025,0.42168306532663313
1,16.58291457286432,0.4230536934673367
1,17.08542713567839,0.42489319095477385
1,17.587939698492463,0.4280088944723618
1,18.09045226130653,0.43076618090452257
1,18.5929648241206,0.4332535175879397
1,19.09547738693467,0.4369277889447236
1,19.597989949748744,0.44047663316582913
1,20.100502512562812,0.4455027638190955
1,20.60301507537688,0.4533531155778894
1,21.105527638190953,0.46135542713567834
1,21.608040201005025,0.4690451256281407
1,22.110552763819094,0.478609648241206
1,22.613065326633162,0.4907233417085426
1,23.115577889447234,0.5050995226130653
1,23.618090452261306,0.5177721105527638
1,24.120603015075375,0.5304523115577888
1,24.623115577889443,0.5441646984924622
1,25.125628140703515,0.5578920854271356
1,25.628140703517587,0.5710934924623116
1,26.130653266331656,0.5857072613065326
1,26.633165829145725,0.5997937437185928
1,27.135678391959797,0.6135734422110553
1,27.63819095477387,0.6271821105527637
1,28.140703517587937,0.6401218090452261
1,28.643216080402006,0.6512403266331658
1,29.145728643216078,0.6583959547738693
1,29.64824120603015,0.6649316331658292
1,30.15075376884422,0.6715321356783919
1,30.653266331658287,0.6772332914572864
1,31.15577889447236,0.6818822361809045
1,31.65829145728643,0.685642864321608
1,32.1608040201005,0.6886312060301507
1,32.66331658291457,0.6924307035175878
1,33.16582914572864,0.6953318592964823
1,33.66834170854271,0.6963307537688441
1,34.17085427135678,0.6978234170854272
1,34.67336683417085,0.6993029648241207
1,35.175879396984925,0.699669798994975
1,35.678391959798994,0.7007183417085427
1,36.18090452261306,0.7028767336683417
1,36.68341708542713,0.7041567085427136
1,37.1859296482412,0.704850175879397
1,37.688442211055275,0.704117135678392
1,38.19095477386934,0.7037409547738693
1,38.69346733668341,0.7056400753768844
1,39.19597989949749,0.7073829396984925
1,39.698492462311556,0.7079936934673368
1,40.201005025125625,0.7079183165829146
1,40.70351758793969,0.7065033417085427
1,41.20603015075376,0.706153040201005
1,41.70854271356784,0.7073750251256281
1,42.211055276381906,0.7076523115577888
1,42.713567839195974,0.7069038190954774
1,43.21608040201005,0.7067706532663316
1,43.71859296482412,0.7077208040201005
1,44.22110552763819,0.7095636180904522
