site,bias_meV,didv_A
1,0.0,1.5797116e-12
1,0.5025125628140703,1.5642963675631124e-12
1,1.0050251256281406,1.561678094950137e-12
1,1.507537688442211,1.581663137834369e-12
1,2.0100502512562812,1.559810624827028e-12
1,2.5125628140703515,1.570682149395541e-12
1,3.015075376884422,1.5877473332290436e-12
1,3.517587939698492,1.5957730097325949e-12
1,4.0201005025125625,1.6142624059557285e-12
1,4.522613065326633,1.6150233870137007e-12
1,5.025125628140703,1.6191425380707907e-12
1,5.527638190954773,1.636416350900116e-12
1,6.030150753768844,1.645212289413542e-12
1,6.532663316582914,1.6415752765206391e-12
1,7.035175879396984,1.6369578895166695e-12
1,7.537688442211055,1.66177509355468e-12
1,8.040201005025125,1.6633764340556996e-12
1,8.542713567839195,1.6632593179421553e-12
1,9.045226130653266,1.6748545882322476e-12
1,9.547738693467336,1.690802088665224e-12
1,10.050251256281406,1.705810683246619e-12
1,10.552763819095476,1.695026051903551e-12
1,11.055276381909547,1.705251173330431e-12
1,11.557788944723617,1.724551552597624e-12
1,12.060301507537687,1.7418196029433668e-12
1,12.562814070351758,1.7593758991547096e-12
1,13.065326633165828,1.7618871408018324e-12
1,13.567839195979898,1.772401979065501e-12
1,14.070351758793969,1.8009558586707152e-12
1,14.572864321608039,1.8318848939230256e-12
1,15.07537688442211,1.8606213903583874e-12
1,15.57788944723618,1.9164173445970393e-12
1,16.08040201005025,1.9825958225256916e-12
1,16.58291457286432,2.0324068047353994e-12
1,17.08542713567839,2.0960149064464904e-12
1,17.587939698492463,2.1855032694038233e-12
1,18.09045226130653,2.2543493803126136e-12
1,18.5929648241206,2.3309493017782843e-12
1,19.09547738693467,2.4184243527735315e-12
1,19.597989949748744,2.4766660471513163e-12
1,20.100502512562812,2.522345745753099e-12
1,20.60301507537688,2.5724513625298875e-12
1,21.105527638190953,2.577055790619392e-12
1,21.608040201005025,2.6080580767006137e-12
1,22.110552763819094,2.623906445819998e-12
1,22.613065326633162,2.620579163178617e-12
1,23.115577889447234,2.6351887462571247e-12
1,23.618090452261306,2.6478039033020924e-12
1,24.120603015075375,2.644650012929624e-12
1,24.623115577889443,2.6285679688597168e-12
1,25.125628140703515,2.6326126186697e-12
1,25.628140703517587,2.624465545445525e-12
1,26.130653266331656,2.611988416523203e-12
1,26.633165829145725,2.635194200238166e-12
1,27.135678391959797,2.650841722172524e-12
1,27.63819095477387,2.6603488245743887e-12
1,28.140703517587937,2.669734987620032e-12
