site,bias_meV,didv_A
1,0.0,1.5992182e-12
1,0.5025125628140703,1.5851849510905463e-12
1,1.0050251256281406,1.6287398794048881e-12
1,1.507537688442211,1.6158562806108863e-12
1,2.0100502512562812,1.6319864728472647e-12
1,2.5125628140703515,1.6351457464152112e-12
1,3.015075376884422,1.6486710391738867e-12
1,3.517587939698492,1.677553701820929e-12
1,4.0201005025125625,1.6837191892981034e-12
1,4.522613065326633,1.7076950256496254e-12
1,5.025125628140703,1.707285753401806e-12
1,5.527638190954773,1.7170278300456072e-12
1,6.030150753768844,1.726075925586313e-12
1,6.532663316582914,1.7436461171554027e-12
1,7.035175879396984,1.7445564092494847e-12
1,7.537688442211055,1.751722863532976e-12
1,8.040201005025125,1.7553502090743407e-12
1,8.542713567839195,1.7765248509462738e-12
1,9.045226130653266,1.7696327047170713e-12
1,9.547738693467336,1.7873337774531018e-12
1,10.050251256281406,1.8059689483179153e-12
1,10.552763819095476,1.8217330324203536e-12
1,11.055276381909547,1.8431039726654204e-12
1,11.557788944723617,1.8622361075579684e-12
1,12.060301507537687,1.892811806906235e-12
1,12.562814070351758,1.9375399761498394e-12
1,13.065326633165828,1.9673003333032237e-12
1,13.567839195979898,2.0092142629725073e-12
1,14.070351758793969,2.056090430584965e-12
1,14.572864321608039,2.117403716543131e-12
1,15.07537688442211,2.1846864801535275e-12
1,15.57788944723618,2.2301289543894474e-12
1,16.08040201005025,2.25145912051147e-12
1,16.58291457286432,2.2963668149326538e-12
1,17.08542713567839,2.326956493691274e-12
1,17.587939698492463,2.350560266236787e-12
1,18.09045226130653,2.3782920771144444e-12
1,18.5929648241206,2.388930380624811e-12
1,19.09547738693467,2.392694753344432e-12
1,19.597989949748744,2.405342796371306e-12
1,20.100502512562812,2.421713283429587e-12
1,20.60301507537688,2.419204235611136e-12
1,21.105527638190953,2.4272143622534337e-12
1,21.608040201005025,2.431859877601319e-12
1,22.110552763819094,2.4352326159250898e-12
1,22.613065326633162,2.4359566640835655e-12
1,23.115577889447234,2.4391804590545035e-12
1,23.618090452261306,2.4637588054329527e-12
1,24.120603015075375,2.4654499574436838e-12
1,24.623115577889443,2.4584827785396115e-12
1,25.125628140703515,2.4678308524761366e-12
1,25.628140703517587,2.4912792597279787e-12
1,26.130653266331656,2.4921185333657267e-12
1,26.633165829145725,2.5067327496720933e-12
1,27.135678391959797,2.5234377698261908e-12
1,27.63819095477387,2.5340205183795033e-12
1,28.140703517587937,2.553281104648641e-12
1,28.643216080402006,2.5543296208806158e-12
1,29.145728643216078,2.5669682555870227e-12
1,29.64824120603015,2.61391653432761e-12
1,30.15075376884422,2.637512718787067e-12
1,30.653266331658287,2.6730581531384316e-12
1,31.15577889447236,2.7078869977784687e-12
1,31.65829145728643,2.7431685990429313e-12
1,32.1608040201005,2.780434470877737e-12
1,32.66331658291457,2.810491327553556e-12
1,33.16582914572864,2.8616784309561454e-12
1,33.66834170854271,2.9013207736824273e-12
1,34.17085427135678,2.9334351044797045e-12
1,34.67336683417085,2.9722472381829273e-12
1,35.175879396984925,3.0058535420550265e-12
1,35.678391959798994,3.032507144763111e-12
1,36.18090452261306,3.0604816853111493e-12
1,36.68341708542713,3.0842202374532135e-12
1,37.1859296482412,3.116897958975422e-12
1,37.688442211055275,3.143596765707788e-12
1,38.19095477386934,3.1631759200764973e-12
1,38.69346733668341,3.171976880310258e-12
1,39.19597989949749,3.190682938432182e-12
1,39.698492462311556,3.200286142301377e-12
1,40.201005025125625,3.2126919143999487e-12
1,40.70351758793969,3.227834542614585e-12
1,41.20603015075376,3.2254989139687122e-12
1,41.70854271356784,3.2418727479558115e-12
1,42.211055276381906,3.2605911374243988e-12
1,42.713567839195974,3.2756601095210923e-12
1,43.21608040201005,3.298549025395233e-12
1,43.71859296482412,3.312831345911863e-12
1,44.22110552763819,3.3218268364875006e-12
1,44.723618090452256,3.3513852241991656e-12
1,45.226130653266324,3.3950802961698754e-12
1,45.7286432160804,3.3955142213195786e-12
1,46.23115577889447,3.39526118194629e-12
1,46.73366834170854,3.4343451452483638e-12
1,47.23618090452261,3.4632987448934527e-12
1,47.73869346733668,3.4842889949443372e-12
