epoch,learning_rate,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.0003000000142492354,0.2639366090297699,0.5065016746520996,0.20370203256607056,0.3913637101650238
1,0.0003000000142492354,0.16361939907073975,0.2978087365627289,0.1305549144744873,0.29972171783447266
2,0.0003000000142492354,0.10630971193313599,0.21659278869628906,0.08735635131597519,0.2663167119026184
3,0.0003000000142492354,0.07141482084989548,0.17348462343215942,0.05996556207537651,0.23293940722942352
4,0.0003000000142492354,0.04902726411819458,0.14502713084220886,0.0421445332467556,0.21775761246681213
5,0.0003000000142492354,0.0341140516102314,0.12313520908355713,0.03084053285419941,0.23938395082950592
6,0.0003000000142492354,0.02405637875199318,0.10630062222480774,0.022327670827507973,0.2080875188112259
7,0.0003000000142492354,0.017179174348711967,0.09022510796785355,0.016618670895695686,0.1902078092098236
8,0.0003000000142492354,0.012475582771003246,0.07860107719898224,0.013889308087527752,0.23755550384521484
9,0.0003000000142492354,0.009248495101928711,0.07123523950576782,0.00975049939006567,0.157705157995224
10,0.0003000000142492354,0.006972868926823139,0.06497760117053986,0.0075882719829678535,0.13927841186523438
11,0.0003000000142492354,0.005384739488363266,0.06159249693155289,0.007846290245652199,0.21556396782398224
12,0.0003000000142492354,0.004280793946236372,0.06023860722780228,0.0047522010281682014,0.10601487010717392
13,0.0003000000142492354,0.0034619253128767014,0.0582621805369854,0.0063835927285254,0.22058477997779846
14,0.0003000000142492354,0.0028855782002210617,0.05757183954119682,0.004703673068434,0.160660982131958
15,0.0003000000142492354,0.0024419287219643593,0.05608658865094185,0.00428376579657197,0.15685927867889404
16,0.0003000000142492354,0.0021239377092570066,0.05526996776461601,0.003500982653349638,0.1309567540884018
17,0.0003000000142492354,0.0018925373442471027,0.054985590279102325,0.006012778263539076,0.2663152813911438
18,0.0003000000142492354,0.0017273242119699717,0.05474375933408737,0.004930203780531883,0.2188548743724823
19,0.0003000000142492354,0.001576308161020279,0.05337085947394371,0.0033228888642042875,0.14350980520248413
20,0.0003000000142492354,0.0015087041538208723,0.054427508264780045,0.005425556097179651,0.25266793370246887
21,0.0003000000142492354,0.001437454135157168,0.05420859903097153,0.0022867112420499325,0.09813658893108368
22,0.0003000000142492354,0.0013902111677452922,0.05398007854819298,0.004378009587526321,0.2045450359582901
23,0.0003000000142492354,0.0013298469129949808,0.05254877731204033,0.003912289161235094,0.18324607610702515
24,0.0003000000142492354,0.0013023664942011237,0.053117092698812485,0.003339882707223296,0.15614306926727295
25,0.0003000000142492354,0.001278037205338478,0.052942171692848206,0.00302418926730752,0.14128609001636505
26,0.0001500000071246177,0.0011719008907675743,0.048402007669210434,0.002681884914636612,0.12488536536693573
27,0.0001500000071246177,0.0011525442823767662,0.048221129924058914,0.002469973871484399,0.11497300118207932
