epoch,learning_rate,loss,mean_absolute_error,val_loss,val_mean_absolute_error
0,0.0003000000142492354,0.21764835715293884,0.4371202290058136,0.13503345847129822,0.2556661069393158
1,0.0003000000142492354,0.09537481516599655,0.24073423445224762,0.06519783288240433,0.21988053619861603
2,0.0003000000142492354,0.047307632863521576,0.18763472139835358,0.035352922976017,0.276784211397171
3,0.0003000000142492354,0.024683035910129547,0.16183799505233765,0.020836573094129562,0.3044227659702301
4,0.0003000000142492354,0.013630848377943039,0.14718316495418549,0.011656789109110832,0.2104668766260147
5,0.0003000000142492354,0.008238124661147594,0.13766789436340332,0.008381010964512825,0.22386522591114044
6,0.0003000000142492354,0.005541623570024967,0.1303512156009674,0.005734695587307215,0.17926020920276642
7,0.0003000000142492354,0.004211566876620054,0.12745808064937592,0.005218859296292067,0.19817130267620087
8,0.0003000000142492354,0.003498477628454566,0.12469475716352463,0.00410471111536026,0.16572989523410797
9,0.0003000000142492354,0.0031205303966999054,0.12329065054655075,0.003941234201192856,0.1702546626329422
10,0.0003000000142492354,0.0029246448539197445,0.12293186038732529,0.00416984036564827,0.18838728964328766
11,0.0003000000142492354,0.0028585291001945734,0.12299053370952606,0.004108049441128969,0.18799565732479095
12,0.0003000000142492354,0.002750594401732087,0.12211939692497253,0.003356359666213393,0.15392926335334778
13,0.0003000000142492354,0.0026931874454021454,0.1216026023030281,0.00382310152053833,0.17906104028224945
14,0.0003000000142492354,0.0026567582972347736,0.12142562121152878,0.0038558514788746834,0.18221423029899597
15,0.0003000000142492354,0.002634926000609994,0.12114916741847992,0.00350083876401186,0.16483308374881744
16,0.0003000000142492354,0.0026302679907530546,0.12131493538618088,0.0039573367685079575,0.18795989453792572
17,0.0001500000071246177,0.0024883097503334284,0.11525683104991913,0.0030415281653404236,0.1436801254749298
18,0.0001500000071246177,0.002431701635941863,0.11346207559108734,0.003077008295804262,0.14616025984287262
19,0.0001500000071246177,0.0024132300168275833,0.11315944790840149,0.0032176170498132706,0.15366481244564056
20,0.0001500000071246177,0.0024018262047320604,0.11288118362426758,0.0025714903604239225,0.12158067524433136
21,0.0001500000071246177,0.002389637054875493,0.11245261877775192,0.00278972159139812,0.13259416818618774
22,0.0001500000071246177,0.0023887534625828266,0.11252017319202423,0.0034022440668195486,0.1633272022008896
23,0.0001500000071246177,0.002383940387517214,0.11234433948993683,0.0034848591312766075,0.16740846633911133
24,0.0001500000071246177,0.002378396689891815,0.11210562288761139,0.002529894933104515,0.11965243518352509
25,7.500000356230885e-05,0.0022889873944222927,0.10796613991260529,0.0027920231223106384,0.1335144340991974
26,7.500000356230885e-05,0.0022505309898406267,0.10645803064107895,0.002699927892535925,0.12912209331989288
27,7.500000356230885e-05,0.0022335201501846313,0.10582476854324341,0.0027130874805152416,0.12991277873516083
28,7.500000356230885e-05,0.002217418747022748,0.10517432540655136,0.002249509794637561,0.10678151249885559
29,7.500000356230885e-05,0.002216772176325321,0.10525412112474442,0.002473656553775072,0.11820955574512482
30,7.500000356230885e-05,0.0022157395724207163,0.10532142966985703,0.002412638161331415,0.11520016938447952
31,7.500000356230885e-05,0.0022054756991565228,0.10483931750059128,0.0029664605390280485,0.14306627213954926
32,7.500000356230885e-05,0.0022040815092623234,0.10483498871326447,0.0024677885230630636,0.11805157363414764
33,3.7500001781154424e-05,0.0021536939311772585,0.10244370996952057,0.0025486042723059654,0.12234058231115341
34,3.7500001781154424e-05,0.0021331021562218666,0.10156256705522537,0.0023887150455266237,0.11449198424816132
35,3.7500001781154424e-05,0.0021172468550503254,0.10086702555418015,0.0025398980360478163,0.12208876013755798
36,3.7500001781154424e-05,0.0021156342700123787,0.10083334147930145,0.0022136166226118803,0.10581034421920776
37,1.8750000890577212e-05,0.0020865374244749546,0.09944242984056473,0.002289527328684926,0.10967689752578735
38,1.8750000890577212e-05,0.0020905158016830683,0.09969144314527512,0.0020973356440663338,0.10000372678041458
39,1.8750000890577212e-05,0.0020784009248018265,0.0991314947605133,0.0021782773546874523,0.10419575870037079
40,1.8750000890577212e-05,0.002076769946143031,0.09909512102603912,0.0022774136159569025,0.10919497907161713
41,1.8750000890577212e-05,0.0020669575314968824,0.09863851219415665,0.0022516511380672455,0.10791493952274323
42,1.8750000890577212e-05,0.0020617798436433077,0.09842187166213989,0.0022987325210124254,0.1103464663028717
43,9.375000445288606e-06,0.002045785542577505,0.09764350205659866,0.002006090944632888,0.09562990814447403
44,9.375000445288606e-06,0.002048739930614829,0.09780669957399368,0.0020399736240506172,0.09734552353620529
45,9.375000445288606e-06,0.002040599472820759,0.09741812199354172,0.002031854819506407,0.09696519374847412
46,9.375000445288606e-06,0.002049603732302785,0.0978844165802002,0.002002687193453312,0.09549595415592194
47,4.687500222644303e-06,0.0020360159687697887,0.09722686558961868,0.0019238110398873687,0.09156337380409241
48,4.687500222644303e-06,0.002030149335041642,0.0969507098197937,0.001923723379150033,0.09156302362680435
49,4.687500222644303e-06,0.0020299816969782114,0.0969431921839714,0.001922075287438929,0.09149964898824692
50,4.687500222644303e-06,0.0020303037017583847,0.09697476774454117,0.001928784535266459,0.09184303879737854
51,4.687500222644303e-06,0.002022103639319539,0.09658140689134598,0.001903045573271811,0.09054815024137497
52,2.3437501113221515e-06,0.0020257793366909027,0.09676694869995117,0.0018843973521143198,0.08963744342327118
53,2.3437501113221515e-06,0.0020200086291879416,0.09646665304899216,0.0018880056450143456,0.08982017636299133
54,2.3437501113221515e-06,0.0020221753511577845,0.09660033136606216,0.001882651704363525,0.08955039829015732
55,2.3437501113221515e-06,0.0020175534300506115,0.09636913239955902,0.0018808346940204501,0.08945344388484955
56,1.1718750556610757e-06,0.0020125925075262785,0.09611537307500839,0.0018745692213997245,0.08914012461900711
57,1.1718750556610757e-06,0.0020184325985610485,0.0964079350233078,0.0018715134356170893,0.08899486064910889
58,1.1718750556610757e-06,0.0020138779655098915,0.09618449211120605,0.0018707377603277564,0.08895053714513779
59,1.1718750556610757e-06,0.002012480515986681,0.09612761437892914,0.001873538363724947,0.08910998702049255
60,9.999999974752427e-07,0.002018935978412628,0.09644529968500137,0.0018700456712394953,0.08893483132123947
61,9.999999974752427e-07,0.0020110434852540493,0.09604564309120178,0.0018687293631955981,0.08886846154928207
62,9.999999974752427e-07,0.0020097927190363407,0.09598666429519653,0.0018696662737056613,0.08891773223876953
63,9.999999974752427e-07,0.0020056909415870905,0.09578289836645126,0.0018698550993576646,0.08892606943845749
64,9.999999974752427e-07,0.002013156423345208,0.09614962339401245,0.001867680693976581,0.08881347626447678
65,9.999999974752427e-07,0.002011842792853713,0.09610158205032349,0.0018700730288401246,0.08894671499729156
66,9.999999974752427e-07,0.002014164114370942,0.09623287618160248,0.0018686861731112003,0.08887751400470734
67,9.999999974752427e-07,0.002003392670303583,0.09567921608686447,0.0018687377450987697,0.08888600766658783
68,9.999999974752427e-07,0.002011661184951663,0.09611207246780396,0.0018691926961764693,0.0889086201786995
69,9.999999974752427e-07,0.0020061375107616186,0.09582797437906265,0.0018667784752324224,0.08879105746746063
70,9.999999974752427e-07,0.0020042185205966234,0.09572041779756546,0.0018711527809500694,0.08901544660329819
71,9.999999974752427e-07,0.002006423193961382,0.09583713114261627,0.0018660594942048192,0.08875603973865509
72,9.999999974752427e-07,0.001999033149331808,0.0954628735780716,0.001868243794888258,0.08886722475290298
73,9.999999974752427e-07,0.002010461874306202,0.09605715423822403,0.0018663181690499187,0.08878083527088165
74,9.999999974752427e-07,0.0020076881628483534,0.09590795636177063,0.0018669363344088197,0.08880332857370377
75,9.999999974752427e-07,0.002005180111154914,0.0957748293876648,0.001867841463536024,0.08885858207941055
76,9.999999974752427e-07,0.002006571041420102,0.0958496555685997,0.0018678016494959593,0.08885236084461212
77,9.999999974752427e-07,0.002005626680329442,0.09579939395189285,0.0018660114146769047,0.08876749873161316
78,9.999999974752427e-07,0.0020079915411770344,0.09593559801578522,0.0018657403998076916,0.08875879645347595
79,9.999999974752427e-07,0.002004886046051979,0.09577874839305878,0.0018648792756721377,0.08870972692966461
